ENCODED_MCT,TA_YM,HPSN_MCT_BZN_CD_NM,closure_probability,risk_score,risk_level,risk_type,priority,classification_confidence
63C63AF808,202412,신금호,0.034007326,3,Very Low,정상,normal,0.0
1CA7D76A49,202412,뚝섬,0.0328064,3,Very Low,정상,normal,0.0
1CC86C2EB2,202412,성수,0.039991137,3,Very Low,정상,normal,0.0
1BE8E3CE79,202412,성수,0.038405526,3,Very Low,정상,normal,0.0
AE732EF39B,202412,금남시장,0.0383064,3,Very Low,정상,normal,0.0
4BA019BAEF,202412,,0.03132718,3,Very Low,정상,normal,0.0
C241964DED,202412,,0.039986946,3,Very Low,정상,normal,0.0
C2738D1B5D,202412,왕십리,0.038862582,3,Very Low,정상,normal,0.0
C2A4BBE3AF,202412,,0.037757743,3,Very Low,정상,normal,0.0
491274748A,202412,성수,0.032736097,3,Very Low,정상,normal,0.0
4972FC2750,202412,한양대,0.038770303,3,Very Low,정상,normal,0.0
498B5C1AB7,202412,한양대,0.03601088,3,Very Low,정상,normal,0.0
49B504B02C,202412,,0.037709434,3,Very Low,정상,normal,0.0
953592B09D,202412,,0.03879573,3,Very Low,정상,normal,0.0
95697BBAEC,202412,뚝섬,0.036323484,3,Very Low,정상,normal,0.0
95B2C3A482,202412,왕십리,0.031915456,3,Very Low,정상,normal,0.0
4B06EC5432,202412,,0.03083486,3,Very Low,정상,normal,0.0
4B5922FA5E,202412,한양대,0.032785084,3,Very Low,정상,normal,0.0
5F641D5F4A,202412,,0.030131543,3,Very Low,정상,normal,0.0
5FE5C42B70,202412,뚝섬,0.035145737,3,Very Low,정상,normal,0.0
6139F1970B,202412,뚝섬,0.030430783,3,Very Low,정상,normal,0.0
614B42817C,202412,왕십리,0.037666693,3,Very Low,정상,normal,0.0
AF1AD2ECAD,202412,한양대,0.03022483,3,Very Low,정상,normal,0.0
AF2688FD34,202412,한양대,0.03498085,3,Very Low,정상,normal,0.0
1DE2A5E40D,202412,성수,0.03240806,3,Very Low,정상,normal,0.0
E8F19A150F,202412,성수,0.032436527,3,Very Low,정상,normal,0.0
F901334796,202412,,0.030612247,3,Very Low,정상,normal,0.0
CCFF1D98D6,202412,왕십리,0.03294833,3,Very Low,정상,normal,0.0
CD0C6BA93A,202412,,0.03357956,3,Very Low,정상,normal,0.0
3D35397FAB,202412,금남시장,0.031776756,3,Very Low,정상,normal,0.0
3D65A21626,202412,,0.03320958,3,Very Low,정상,normal,0.0
8194D2104C,202412,옥수,0.03445973,3,Very Low,정상,normal,0.0
5D90E2AA8B,202412,,0.03412778,3,Very Low,정상,normal,0.0
B239A919FA,202412,,0.033553213,3,Very Low,정상,normal,0.0
B0A6B628D3,202412,성수,0.033171427,3,Very Low,정상,normal,0.0
1EE63C2F5D,202412,,0.031754993,3,Very Low,정상,normal,0.0
5E8B3A9C0F,202412,한양대,0.03554421,3,Very Low,정상,normal,0.0
B11D3238E3,202412,,0.03563705,3,Very Low,정상,normal,0.0
1FE0562759,202412,왕십리,0.033057503,3,Very Low,정상,normal,0.0
93DD2BDC37,202412,,0.030863041,3,Very Low,정상,normal,0.0
93F595E5D2,202412,,0.034694735,3,Very Low,정상,normal,0.0
825BEADB27,202412,성수,0.03657391,3,Very Low,정상,normal,0.0
82951B7A54,202412,옥수,0.03231482,3,Very Low,정상,normal,0.0
82AE38978E,202412,뚝섬,0.037071384,3,Very Low,정상,normal,0.0
816261F28B,202412,,0.035890594,3,Very Low,정상,normal,0.0
F8EB6EC7ED,202412,답십리,0.03873222,3,Very Low,정상,normal,0.0
DC3C4F794B,202412,성수,0.032961056,3,Very Low,정상,normal,0.0
2C8DAA2BF9,202412,성수,0.03545851,3,Very Low,정상,normal,0.0
DAE13C0508,202412,,0.03803388,3,Very Low,정상,normal,0.0
DBC4830070,202412,답십리,0.031606827,3,Very Low,정상,normal,0.0
B2A570260C,202412,뚝섬,0.038240377,3,Very Low,정상,normal,0.0
B2FF6DD7D1,202412,뚝섬,0.030677397,3,Very Low,정상,normal,0.0
B4FE75E894,202412,,0.034126587,3,Very Low,정상,normal,0.0
5BB092A34C,202412,뚝섬,0.033550836,3,Very Low,정상,normal,0.0
CE3D519C06,202412,한양대,0.03722144,3,Very Low,정상,normal,0.0
D3E9691832,202412,성수,0.030428454,3,Very Low,정상,normal,0.0
377472828B,202412,금남시장,0.03456094,3,Very Low,정상,normal,0.0
37AA28CAF8,202412,성수,0.039372154,3,Very Low,정상,normal,0.0
361EC9A5E8,202412,한양대,0.038601957,3,Very Low,정상,normal,0.0
9371F76478,202412,뚝섬,0.030282125,3,Very Low,정상,normal,0.0
E6C9F20B2C,202412,장한평자동차,0.03410143,3,Very Low,정상,normal,0.0
E6D2D191A3,202412,옥수,0.03857535,3,Very Low,정상,normal,0.0
E7299FA225,202412,,0.033546664,3,Very Low,정상,normal,0.0
5D4EDA13E3,202412,성수,0.03581627,3,Very Low,정상,normal,0.0
86263312C9,202412,한양대,0.03153128,3,Very Low,정상,normal,0.0
84407A0DDB,202412,옥수,0.03293299,3,Very Low,정상,normal,0.0
21B52E1F0F,202412,,0.037016347,3,Very Low,정상,normal,0.0
21B58D4396,202412,한양대,0.03861757,3,Very Low,정상,normal,0.0
5A4AFCC360,202412,한양대,0.037114896,3,Very Low,정상,normal,0.0
229E67841F,202412,뚝섬,0.030927548,3,Very Low,정상,normal,0.0
235801F5F3,202412,신금호,0.0302095,3,Very Low,정상,normal,0.0
8453597178,202412,뚝섬,0.031103518,3,Very Low,정상,normal,0.0
84840BD483,202412,성수,0.030759558,3,Very Low,정상,normal,0.0
84C2CF5A0F,202412,마장동,0.03468912,3,Very Low,정상,normal,0.0
9350A78BD7,202412,한양대,0.03250007,3,Very Low,정상,normal,0.0
830D91CD85,202412,옥수,0.038401537,3,Very Low,정상,normal,0.0
09805F8B6F,202412,왕십리,0.039313804,3,Very Low,정상,normal,0.0
F99B9D223F,202412,뚝섬,0.034809813,3,Very Low,정상,normal,0.0
4C9BC35AD4,202412,뚝섬,0.031385045,3,Very Low,정상,normal,0.0
4BF4E76EB1,202412,옥수,0.037068702,3,Very Low,정상,normal,0.0
B81D338DB6,202412,마장동,0.035437517,3,Very Low,정상,normal,0.0
237D0C814D,202412,,0.03830746,3,Very Low,정상,normal,0.0
C168E9F433,202412,마장동,0.033606157,3,Very Low,정상,normal,0.0
C174E3CA47,202412,,0.037242234,3,Very Low,정상,normal,0.0
598E46F283,202412,,0.03770223,3,Very Low,정상,normal,0.0
B671472E12,202412,성수,0.039990578,3,Very Low,정상,normal,0.0
CF185DF6A6,202412,한양대,0.034655973,3,Very Low,정상,normal,0.0
CF851F9D05,202412,뚝섬,0.032275617,3,Very Low,정상,normal,0.0
CFA4B1B1C8,202412,뚝섬,0.03145866,3,Very Low,정상,normal,0.0
3AE8B97E90,202412,뚝섬,0.030061731,3,Very Low,정상,normal,0.0
3B0E5FAA4D,202412,뚝섬,0.035762817,3,Very Low,정상,normal,0.0
3B0F367222,202412,성수,0.032259244,3,Very Low,정상,normal,0.0
3B4CB64E6A,202412,뚝섬,0.03005104,3,Very Low,정상,normal,0.0
08810E1846,202412,,0.039621606,3,Very Low,정상,normal,0.0
FB53D5547B,202412,장한평자동차,0.03741584,3,Very Low,정상,normal,0.0
85C6B72386,202412,장한평자동차,0.031031897,3,Very Low,정상,normal,0.0
C11AF827CF,202412,왕십리,0.034329426,3,Very Low,정상,normal,0.0
DE7F19C8F6,202412,마장동,0.030773366,3,Very Low,정상,normal,0.0
E427B5E29F,202412,왕십리,0.03669077,3,Very Low,정상,normal,0.0
23A7CC4CFE,202412,마장동,0.032415483,3,Very Low,정상,normal,0.0
2402B1EA00,202412,답십리,0.03627234,3,Very Low,정상,normal,0.0
57D0C5916A,202412,뚝섬,0.03103935,3,Very Low,정상,normal,0.0
25100A92DC,202412,마장동,0.030214747,3,Very Low,정상,normal,0.0
FBE9059735,202412,,0.03344723,3,Very Low,정상,normal,0.0
FC4868D4E3,202412,왕십리,0.038794477,3,Very Low,정상,normal,0.0
9192973649,202412,,0.035563037,3,Very Low,정상,normal,0.0
929615BC0A,202412,뚝섬,0.030154949,3,Very Low,정상,normal,0.0
0806C51324,202412,,0.03545204,3,Very Low,정상,normal,0.0
0866C50DAD,202412,,0.037084952,3,Very Low,정상,normal,0.0
3C6D370558,202412,,0.033452235,3,Very Low,정상,normal,0.0
3CBD6CE416,202412,,0.030756617,3,Very Low,정상,normal,0.0
58A30B4F4D,202412,,0.03906147,3,Very Low,정상,normal,0.0
2B0A1A657D,202412,뚝섬,0.03348302,3,Very Low,정상,normal,0.0
2910BEDA4D,202412,금남시장,0.031656247,3,Very Low,정상,normal,0.0
291BA8B14B,202412,,0.036349297,3,Very Low,정상,normal,0.0
295F1DE887,202412,,0.03678929,3,Very Low,정상,normal,0.0
E2E58BA667,202412,뚝섬,0.030017534,3,Very Low,정상,normal,0.0
B98F4B5F96,202412,,0.03799034,3,Very Low,정상,normal,0.0
56072E2ED8,202412,,0.035430484,3,Very Low,정상,normal,0.0
BB0E64E609,202412,,0.036238503,3,Very Low,정상,normal,0.0
BBD8478BE6,202412,성수,0.03492694,3,Very Low,정상,normal,0.0
4F6748BD4E,202412,,0.038390964,3,Very Low,정상,normal,0.0
87E8D36DE6,202412,뚝섬,0.039431825,3,Very Low,정상,normal,0.0
9113E6AA56,202412,,0.030082885,3,Very Low,정상,normal,0.0
864DADCA45,202412,,0.034767188,3,Very Low,정상,normal,0.0
869B2C170B,202412,,0.03900868,3,Very Low,정상,normal,0.0
06283FED4E,202412,뚝섬,0.038876466,3,Very Low,정상,normal,0.0
C07C0292B5,202412,성수,0.03403899,3,Very Low,정상,normal,0.0
4F4288168A,202412,성수,0.03820509,3,Very Low,정상,normal,0.0
261CA88AD3,202412,마장동,0.030758379,3,Very Low,정상,normal,0.0
51E712A1A7,202412,마장동,0.035946123,3,Very Low,정상,normal,0.0
5217838A3C,202412,성수,0.030962463,3,Very Low,정상,normal,0.0
52F11D88C1,202412,성수,0.036897805,3,Very Low,정상,normal,0.0
5424DBE00D,202412,성수,0.03065797,3,Very Low,정상,normal,0.0
BCC0F33208,202412,성수,0.038274158,3,Very Low,정상,normal,0.0
2791AFFA12,202412,뚝섬,0.031135755,3,Very Low,정상,normal,0.0
279E4BE602,202412,한양대,0.030283133,3,Very Low,정상,normal,0.0
BF9A1F66F9,202412,옥수,0.03536056,3,Very Low,정상,normal,0.0
384FAF740C,202412,,0.03970414,3,Very Low,정상,normal,0.0
387BDBCD80,202412,뚝섬,0.037606522,3,Very Low,정상,normal,0.0
D3A976635B,202412,성수,0.035885915,3,Very Low,정상,normal,0.0
FCDFAFB42A,202412,,0.037590295,3,Very Low,정상,normal,0.0
88714937FD,202412,,0.0344013,3,Very Low,정상,normal,0.0
4FF1B07188,202412,왕십리,0.034430895,3,Very Low,정상,normal,0.0
FD52FCDA1B,202412,성수,0.037293166,3,Very Low,정상,normal,0.0
FE8F304044,202412,,0.034809027,3,Very Low,정상,normal,0.0
FE3AAF5CCD,202412,서면역,0.03234484,3,Very Low,정상,normal,0.0
01FD0FCC3D,202412,뚝섬,0.030536741,3,Very Low,정상,normal,0.0
FF73833F70,202412,,0.034592703,3,Very Low,정상,normal,0.0
FF3AE5174C,202412,,0.034098886,3,Very Low,정상,normal,0.0
D1AD4D966E,202412,성수,0.039822556,3,Very Low,정상,normal,0.0
39C80568CC,202412,뚝섬,0.037791226,3,Very Low,정상,normal,0.0
8EE981921E,202412,,0.03740953,3,Very Low,정상,normal,0.0
02B9A2CC01,202412,마장동,0.036170293,3,Very Low,정상,normal,0.0
50FC72558D,202412,,0.030213622,3,Very Low,정상,normal,0.0
510366DAA4,202412,뚝섬,0.033413995,3,Very Low,정상,normal,0.0
51114863DE,202412,마장동,0.03305104,3,Very Low,정상,normal,0.0
BF08598BF2,202412,왕십리,0.031750288,3,Very Low,정상,normal,0.0
BF872A7E89,202412,장한평자동차,0.03665708,3,Very Low,정상,normal,0.0
4FFDE025F1,202412,행당,0.038063113,3,Very Low,정상,normal,0.0
738376575C,202412,성수,0.031436823,3,Very Low,정상,normal,0.0
7416E78F80,202412,성수,0.034986038,3,Very Low,정상,normal,0.0
7462B564B6,202412,,0.031680863,3,Very Low,정상,normal,0.0
9F35038F41,202412,금남시장,0.030791285,3,Very Low,정상,normal,0.0
D77841D9B4,202412,,0.032030355,3,Very Low,정상,normal,0.0
43B23BDD6B,202412,성수,0.038984332,3,Very Low,정상,normal,0.0
43B89D891C,202412,뚝섬,0.031749766,3,Very Low,정상,normal,0.0
4281813D4D,202412,성수,0.030972237,3,Very Low,정상,normal,0.0
9DE30019C9,202412,,0.031645842,3,Very Low,정상,normal,0.0
9E02C6BC7C,202412,성수,0.031545635,3,Very Low,정상,normal,0.0
FEBEA35A73,202412,왕십리,0.035565514,3,Very Low,정상,normal,0.0
8C96D7ED90,202412,성수,0.031635772,3,Very Low,정상,normal,0.0
FEA22C8CC8,202412,한양대,0.0326759,3,Very Low,정상,normal,0.0
036B3FD49B,202412,성수,0.031868167,3,Very Low,정상,normal,0.0
039869F9F9,202412,성수,0.039087605,3,Very Low,정상,normal,0.0
FD2A903C77,202412,,0.037776966,3,Very Low,정상,normal,0.0
FD83D6880D,202412,마장동,0.023221003,2,Very Low,정상,normal,0.0
03360C97C5,202412,답십리,0.026783142,2,Very Low,정상,normal,0.0
02FE4FD151,202412,뚝섬,0.028121198,2,Very Low,정상,normal,0.0
8B9E003063,202412,뚝섬,0.023553949,2,Very Low,정상,normal,0.0
8B0A9AC171,202412,답십리,0.02359691,2,Very Low,정상,normal,0.0
8D18C2E99F,202412,왕십리,0.02145631,2,Very Low,정상,normal,0.0
03DCE2BB5C,202412,성수,0.029829836,2,Very Low,정상,normal,0.0
FCA7A6787B,202412,성수,0.024237098,2,Very Low,정상,normal,0.0
FC1BE5CBBF,202412,성수,0.024257451,2,Very Low,정상,normal,0.0
07C53B9164,202412,성수,0.020518187,2,Very Low,정상,normal,0.0
078E739D39,202412,금남시장,0.02748526,2,Very Low,정상,normal,0.0
0732DD7F6A,202412,한양대,0.022248408,2,Very Low,정상,normal,0.0
06C463E9D9,202412,,0.023413746,2,Very Low,정상,normal,0.0
FB36289140,202412,마장동,0.026176779,2,Very Low,정상,normal,0.0
FA849FA315,202412,왕십리,0.021668827,2,Very Low,정상,normal,0.0
086AA2377D,202412,옥수,0.022479763,2,Very Low,정상,normal,0.0
FA56138C48,202412,마장동,0.028444862,2,Very Low,정상,normal,0.0
098BA50B44,202412,,0.022731954,2,Very Low,정상,normal,0.0
098A971F35,202412,성수,0.020459322,2,Very Low,정상,normal,0.0
09801BCCB5,202412,,0.027961086,2,Very Low,정상,normal,0.0
8934C5353C,202412,마장동,0.029459333,2,Very Low,정상,normal,0.0
8EA61A843E,202412,,0.024115527,2,Very Low,정상,normal,0.0
8E8B1D725E,202412,금남시장,0.024516176,2,Very Low,정상,normal,0.0
8ACF85E477,202412,성수,0.02470259,2,Very Low,정상,normal,0.0
8ABD74319E,202412,,0.025173914,2,Very Low,정상,normal,0.0
89F36844AE,202412,,0.021883251,2,Very Low,정상,normal,0.0
F8A9873648,202412,한양대,0.022168087,2,Very Low,정상,normal,0.0
0A6388B8A5,202412,성수,0.023124058,2,Very Low,정상,normal,0.0
0B08F64E3F,202412,성수,0.029066337,2,Very Low,정상,normal,0.0
F7C857EF14,202412,왕십리,0.021451745,2,Very Low,정상,normal,0.0
F78999A03F,202412,,0.02610977,2,Very Low,정상,normal,0.0
0C074FD60A,202412,성수,0.024316086,2,Very Low,정상,normal,0.0
0BF9751673,202412,한양대,0.021044742,2,Very Low,정상,normal,0.0
8894E49C2B,202412,뚝섬,0.025906673,2,Very Low,정상,normal,0.0
9029249DA3,202412,뚝섬,0.020732215,2,Very Low,정상,normal,0.0
8FD5E8CD5C,202412,한양대,0.020773219,2,Very Low,정상,normal,0.0
8F5D58EB68,202412,왕십리,0.028522905,2,Very Low,정상,normal,0.0
896B3E4961,202412,행당,0.028601455,2,Very Low,정상,normal,0.0
F701A56FBD,202412,왕십리,0.022944914,2,Very Low,정상,normal,0.0
0CD2370AA8,202412,성수,0.029008271,2,Very Low,정상,normal,0.0
0CCC996EB3,202412,,0.024826271,2,Very Low,정상,normal,0.0
0C71B9E39A,202412,뚝섬,0.027151788,2,Very Low,정상,normal,0.0
0E1F126D2B,202412,성수,0.025593905,2,Very Low,정상,normal,0.0
0DF01FA34B,202412,왕십리,0.029174266,2,Very Low,정상,normal,0.0
0DBD011FE1,202412,마장동,0.026157003,2,Very Low,정상,normal,0.0
0CF7026A60,202412,성수,0.024091007,2,Very Low,정상,normal,0.0
F4A797E2D3,202412,왕십리,0.020750737,2,Very Low,정상,normal,0.0
F46D45E328,202412,답십리,0.020053161,2,Very Low,정상,normal,0.0
F4157A9FA4,202412,왕십리,0.025869684,2,Very Low,정상,normal,0.0
9174DFCA58,202412,왕십리,0.024643019,2,Very Low,정상,normal,0.0
0FDB111E34,202412,성수,0.026082344,2,Very Low,정상,normal,0.0
F3413EEBA2,202412,,0.02146593,2,Very Low,정상,normal,0.0
F305B5BE93,202412,성수,0.022106582,2,Very Low,정상,normal,0.0
F24E9532C3,202412,한양대,0.024697805,2,Very Low,정상,normal,0.0
F2357E23BC,202412,답십리,0.025285572,2,Very Low,정상,normal,0.0
F1758BF01F,202412,왕십리,0.021780526,2,Very Low,정상,normal,0.0
12C9656088,202412,성수,0.021431144,2,Very Low,정상,normal,0.0
125C6AE5AF,202412,,0.02389709,2,Very Low,정상,normal,0.0
11E4EE3E27,202412,성수,0.024768265,2,Very Low,정상,normal,0.0
11BFFCBE83,202412,뚝섬,0.026886716,2,Very Low,정상,normal,0.0
133FADDC35,202412,왕십리,0.023647185,2,Very Low,정상,normal,0.0
F15C05A1D9,202412,행당,0.026355708,2,Very Low,정상,normal,0.0
F11C32EC58,202412,한양대,0.029462297,2,Very Low,정상,normal,0.0
F0879D5E1E,202412,금남시장,0.024096962,2,Very Low,정상,normal,0.0
F01D034A24,202412,,0.026363125,2,Very Low,정상,normal,0.0
EFC23E5401,202412,옥수,0.02273797,2,Very Low,정상,normal,0.0
15467D0BEC,202412,성수,0.024224635,2,Very Low,정상,normal,0.0
9287BD85F2,202412,뚝섬,0.028178582,2,Very Low,정상,normal,0.0
923C5B0B85,202412,,0.020024654,2,Very Low,정상,normal,0.0
92319F9F84,202412,성수,0.02601446,2,Very Low,정상,normal,0.0
870775BC01,202412,신금호,0.023420064,2,Very Low,정상,normal,0.0
867564A1CD,202412,성수,0.027097717,2,Very Low,정상,normal,0.0
153D5AC634,202412,,0.020574743,2,Very Low,정상,normal,0.0
15312BD018,202412,왕십리,0.026018873,2,Very Low,정상,normal,0.0
EECEBE2010,202412,,0.021817114,2,Very Low,정상,normal,0.0
EE7B25452C,202412,,0.025212225,2,Very Low,정상,normal,0.0
162B21238D,202412,마장동,0.02161378,2,Very Low,정상,normal,0.0
EE27570A61,202412,신금호,0.024175242,2,Very Low,정상,normal,0.0
16FA1843AE,202412,,0.021767575,2,Very Low,정상,normal,0.0
170B8F1903,202412,뚝섬,0.023483109,2,Very Low,정상,normal,0.0
EC2497D7F4,202412,왕십리,0.020467546,2,Very Low,정상,normal,0.0
1900B33A12,202412,,0.0203761,2,Very Low,정상,normal,0.0
844744615F,202412,답십리,0.022435013,2,Very Low,정상,normal,0.0
85265A7A7A,202412,성수,0.0272642,2,Very Low,정상,normal,0.0
186BEE7C30,202412,왕십리,0.026773443,2,Very Low,정상,normal,0.0
1829BF330D,202412,금남시장,0.027328795,2,Very Low,정상,normal,0.0
EB0399A070,202412,성수,0.026171084,2,Very Low,정상,normal,0.0
1AA954C0A3,202412,금남시장,0.025898239,2,Very Low,정상,normal,0.0
19D3456A64,202412,답십리,0.029469103,2,Very Low,정상,normal,0.0
EAD182F319,202412,,0.022458408,2,Very Low,정상,normal,0.0
EA46925A64,202412,옥수,0.025328139,2,Very Low,정상,normal,0.0
1B13E9E623,202412,금남시장,0.021884374,2,Very Low,정상,normal,0.0
1AE0F9961C,202412,,0.022334512,2,Very Low,정상,normal,0.0
1AC1527C9A,202412,뚝섬,0.021415811,2,Very Low,정상,normal,0.0
E9D4FB94A0,202412,,0.02388042,2,Very Low,정상,normal,0.0
1BC90B10EC,202412,한양대,0.022805521,2,Very Low,정상,normal,0.0
1BC191ACDA,202412,금남시장,0.020281719,2,Very Low,정상,normal,0.0
1BB00863B9,202412,금남시장,0.024785288,2,Very Low,정상,normal,0.0
1D3FAC9886,202412,성수,0.0259594,2,Very Low,정상,normal,0.0
1D20FA334E,202412,금남시장,0.024752645,2,Very Low,정상,normal,0.0
1CFE4CFBFB,202412,성수,0.02267305,2,Very Low,정상,normal,0.0
8425C2D133,202412,마장동,0.022721125,2,Very Low,정상,normal,0.0
82FE8B6C05,202412,,0.02240377,2,Very Low,정상,normal,0.0
E863289A7D,202412,,0.02717177,2,Very Low,정상,normal,0.0
1E7A13BB3E,202412,,0.026409715,2,Very Low,정상,normal,0.0
E822E1A8E9,202412,,0.021485066,2,Very Low,정상,normal,0.0
1F0239CF1F,202412,왕십리,0.022786625,2,Very Low,정상,normal,0.0
1ED630331D,202412,,0.024920374,2,Very Low,정상,normal,0.0
1ECD387AAF,202412,,0.020655835,2,Very Low,정상,normal,0.0
1FF980E1D6,202412,왕십리,0.020305477,2,Very Low,정상,normal,0.0
1FAF18BB8F,202412,,0.027198998,2,Very Low,정상,normal,0.0
20BEAD80DD,202412,성수,0.028373314,2,Very Low,정상,normal,0.0
20B4D65D66,202412,성수,0.02161974,2,Very Low,정상,normal,0.0
95C390B637,202412,한양대,0.025324456,2,Very Low,정상,normal,0.0
9592C66510,202412,성수,0.025458109,2,Very Low,정상,normal,0.0
94C8165F35,202412,옥수,0.024209954,2,Very Low,정상,normal,0.0
81A9553F88,202412,성수,0.024661196,2,Very Low,정상,normal,0.0
81591BC56A,202412,왕십리,0.026123492,2,Very Low,정상,normal,0.0
225DC4C12C,202412,성수,0.025258206,2,Very Low,정상,normal,0.0
E4C7CD6FBB,202412,한양대,0.029562911,2,Very Low,정상,normal,0.0
E474B338BD,202412,뚝섬,0.029901337,2,Very Low,정상,normal,0.0
2403DDB210,202412,뚝섬,0.024656786,2,Very Low,정상,normal,0.0
2381F744F1,202412,신금호,0.021257991,2,Very Low,정상,normal,0.0
E434888409,202412,왕십리,0.020371746,2,Very Low,정상,normal,0.0
E34A466260,202412,신금호,0.02657783,2,Very Low,정상,normal,0.0
244740AC40,202412,답십리,0.020970466,2,Very Low,정상,normal,0.0
243EFCA58C,202412,마장동,0.027657872,2,Very Low,정상,normal,0.0
25CB7FE229,202412,성수,0.027741747,2,Very Low,정상,normal,0.0
25B6936E82,202412,뚝섬,0.026163569,2,Very Low,정상,normal,0.0
E2D2AE237A,202412,성수,0.021315917,2,Very Low,정상,normal,0.0
E2A8F11930,202412,왕십리,0.023370069,2,Very Low,정상,normal,0.0
E2718B6445,202412,,0.024482546,2,Very Low,정상,normal,0.0
E254F12E10,202412,성수,0.027215661,2,Very Low,정상,normal,0.0
966680A20F,202412,뚝섬,0.021795964,2,Very Low,정상,normal,0.0
80EC87C6D8,202412,,0.02210667,2,Very Low,정상,normal,0.0
E1DF41CE78,202412,옥수,0.028529327,2,Very Low,정상,normal,0.0
26EBEEFD0A,202412,마장동,0.02665496,2,Very Low,정상,normal,0.0
26DE9DB5A2,202412,한양대,0.029264858,2,Very Low,정상,normal,0.0
25FA6C0D0D,202412,,0.020079926,2,Very Low,정상,normal,0.0
2816E24ED9,202412,왕십리,0.029014887,2,Very Low,정상,normal,0.0
27C88660A5,202412,,0.02490564,2,Very Low,정상,normal,0.0
DFD306A663,202412,옥수,0.021828683,2,Very Low,정상,normal,0.0
28CF1EBDA2,202412,,0.020564718,2,Very Low,정상,normal,0.0
DF938C1210,202412,왕십리,0.026808739,2,Very Low,정상,normal,0.0
DF7492A3E8,202412,,0.024387797,2,Very Low,정상,normal,0.0
29BB814FD2,202412,,0.029902162,2,Very Low,정상,normal,0.0
297AE548DB,202412,성수,0.023435524,2,Very Low,정상,normal,0.0
295F86E07D,202412,금남시장,0.029374516,2,Very Low,정상,normal,0.0
293EA4B2A0,202412,한양대,0.022175256,2,Very Low,정상,normal,0.0
2AECA02B3A,202412,한양대,0.027924601,2,Very Low,정상,normal,0.0
2ABC68FBCD,202412,뚝섬,0.024202187,2,Very Low,정상,normal,0.0
2AB52AC101,202412,금남시장,0.023019401,2,Very Low,정상,normal,0.0
96BE5D7758,202412,성수,0.02413058,2,Very Low,정상,normal,0.0
96AD55E474,202412,뚝섬,0.022770735,2,Very Low,정상,normal,0.0
802DF1F491,202412,,0.028232915,2,Very Low,정상,normal,0.0
2A0922EAA7,202412,답십리,0.020502822,2,Very Low,정상,normal,0.0
29F6BB77B3,202412,왕십리,0.02834708,2,Very Low,정상,normal,0.0
2C11204E23,202412,왕십리,0.020586574,2,Very Low,정상,normal,0.0
2BF66155BC,202412,성수,0.025811767,2,Very Low,정상,normal,0.0
2BE371C2DE,202412,성수,0.027170049,2,Very Low,정상,normal,0.0
DD406CC456,202412,,0.029950114,2,Very Low,정상,normal,0.0
DCF5AF5EC7,202412,한양대,0.020461118,2,Very Low,정상,normal,0.0
2D2C0E00E6,202412,,0.023856767,2,Very Low,정상,normal,0.0
98320C58CB,202412,왕십리,0.023854906,2,Very Low,정상,normal,0.0
7EC6C6C075,202412,뚝섬,0.028720388,2,Very Low,정상,normal,0.0
DB794CF0E3,202412,마장동,0.023831617,2,Very Low,정상,normal,0.0
DB4CA4D632,202412,뚝섬,0.022037864,2,Very Low,정상,normal,0.0
2D7EEFFB71,202412,성수,0.025768226,2,Very Low,정상,normal,0.0
2E8B2318F2,202412,성수,0.027714571,2,Very Low,정상,normal,0.0
2E13DF4A8E,202412,왕십리,0.027531898,2,Very Low,정상,normal,0.0
30602E70F0,202412,,0.021157347,2,Very Low,정상,normal,0.0
DA01E5E1CB,202412,뚝섬,0.021552643,2,Very Low,정상,normal,0.0
D9C37DB102,202412,답십리,0.021044206,2,Very Low,정상,normal,0.0
D9A857451B,202412,한양대,0.023749877,2,Very Low,정상,normal,0.0
3181D01F3F,202412,왕십리,0.028152198,2,Very Low,정상,normal,0.0
314D411B19,202412,성수,0.024381576,2,Very Low,정상,normal,0.0
3147BE76FA,202412,왕십리,0.02757202,2,Very Low,정상,normal,0.0
99730CC7C5,202412,왕십리,0.02276402,2,Very Low,정상,normal,0.0
9972114004,202412,왕십리,0.02641478,2,Very Low,정상,normal,0.0
98C81699B7,202412,뚝섬,0.024478635,2,Very Low,정상,normal,0.0
98C7FA4198,202412,뚝섬,0.029964745,2,Very Low,정상,normal,0.0
7BB9A47821,202412,성수,0.022007404,2,Very Low,정상,normal,0.0
32514851CD,202412,옥수,0.028530568,2,Very Low,정상,normal,0.0
319DABE70F,202412,성수,0.020720722,2,Very Low,정상,normal,0.0
3183771CC5,202412,성수,0.024279762,2,Very Low,정상,normal,0.0
D7EAFE3D88,202412,성수,0.027424656,2,Very Low,정상,normal,0.0
D756AE959B,202412,한양대,0.029930752,2,Very Low,정상,normal,0.0
D72BC9D1A2,202412,한양대,0.021379516,2,Very Low,정상,normal,0.0
D6F0487E3E,202412,,0.028976886,2,Very Low,정상,normal,0.0
D6C06FDF89,202412,,0.02087002,2,Very Low,정상,normal,0.0
D669157A58,202412,뚝섬,0.02137098,2,Very Low,정상,normal,0.0
D64DEC08B9,202412,신금호,0.022715291,2,Very Low,정상,normal,0.0
D5FAEB61B0,202412,,0.02575354,2,Very Low,정상,normal,0.0
349995B62A,202412,왕십리,0.024220267,2,Very Low,정상,normal,0.0
9A40BD3F2E,202412,뚝섬,0.020078223,2,Very Low,정상,normal,0.0
